location,target,unit,value,type,bin_start_incl,bin_end_notincl
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.1,10.2
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.2,10.3
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.3,10.4
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.4,10.5
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.5,10.6
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.6,10.7
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.7,10.8
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.8,10.9
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,10.9,11.0
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.0,11.1
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.1,11.2
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.2,11.3
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.3,11.4
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.4,11.5
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.5,11.6
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.6,11.7
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.7,11.8
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.8,11.9
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,11.9,12.0
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.0,12.1
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.1,12.2
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.2,12.3
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.3,12.4
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.4,12.5
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.5,12.6
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.6,12.7
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.7,12.8
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.8,12.9
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,12.9,13.0
HHS Region 5,1 wk ahead,percent,8.61719608882154e-11,Bin,13.0,100.0
HHS Region 5,2 wk ahead,percent,2.55333821562181e-10,Bin,0.0,0.1
HHS Region 5,2 wk ahead,percent,5.10667643124363e-10,Bin,0.1,0.2
HHS Region 5,2 wk ahead,percent,5.10667643124362e-10,Bin,0.2,0.3
HHS Region 5,2 wk ahead,percent,5.10667643124362e-10,Bin,0.3,0.4
HHS Region 5,2 wk ahead,percent,5.10667643124362e-10,Bin,0.4,0.5
HHS Region 5,2 wk ahead,percent,5.85704055499135e-09,Bin,0.5,0.6
HHS Region 5,2 wk ahead,percent,0.00100004588525543,Bin,0.6,0.7
HHS Region 5,2 wk ahead,percent,0.00900006080767289,Bin,0.7,0.8
HHS Region 5,2 wk ahead,percent,0.0349999960898582,Bin,0.8,0.9
HHS Region 5,2 wk ahead,percent,0.0679999629193431,Bin,0.9,1.0
HHS Region 5,2 wk ahead,percent,0.150999949296127,Bin,1.0,1.1
HHS Region 5,2 wk ahead,percent,0.21699996439413,Bin,1.1,1.2
HHS Region 5,2 wk ahead,percent,0.190000015974673,Bin,1.2,1.3
HHS Region 5,2 wk ahead,percent,0.124999972718266,Bin,1.3,1.4
HHS Region 5,2 wk ahead,percent,0.091999958018601,Bin,1.4,1.5
HHS Region 5,2 wk ahead,percent,0.0529999817969383,Bin,1.5,1.6
HHS Region 5,2 wk ahead,percent,0.0279999901551809,Bin,1.6,1.7
HHS Region 5,2 wk ahead,percent,0.00899999541268173,Bin,1.7,1.8
HHS Region 5,2 wk ahead,percent,0.00899999659753982,Bin,1.8,1.9
HHS Region 5,2 wk ahead,percent,0.00500002131710215,Bin,1.9,2.0
HHS Region 5,2 wk ahead,percent,0.00200002992930885,Bin,2.0,2.1
HHS Region 5,2 wk ahead,percent,0.00200000378531019,Bin,2.1,2.2
HHS Region 5,2 wk ahead,percent,0.000999999803413445,Bin,2.2,2.3
HHS Region 5,2 wk ahead,percent,0.000999999803242685,Bin,2.3,2.4
HHS Region 5,2 wk ahead,percent,0.000999999803242685,Bin,2.4,2.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,2.5,2.6
HHS Region 5,2 wk ahead,percent,0.000999999803242685,Bin,2.6,2.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,2.7,2.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,2.8,2.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,2.9,3.0
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.0,3.1
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.1,3.2
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.2,3.3
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.3,3.4
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.4,3.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.5,3.6
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.6,3.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.7,3.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.8,3.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,3.9,4.0
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.0,4.1
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.1,4.2
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.2,4.3
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.3,4.4
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.4,4.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.5,4.6
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.6,4.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.7,4.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.8,4.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,4.9,5.0
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.0,5.1
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.1,5.2
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.2,5.3
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.3,5.4
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.4,5.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.5,5.6
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.6,5.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.7,5.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.8,5.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,5.9,6.0
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.0,6.1
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.1,6.2
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.2,6.3
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.3,6.4
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.4,6.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.5,6.6
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.6,6.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.7,6.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.8,6.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,6.9,7.0
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.0,7.1
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.1,7.2
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.2,7.3
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.3,7.4
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.4,7.5
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.5,7.6
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.6,7.7
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.7,7.8
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.8,7.9
HHS Region 5,2 wk ahead,percent,4.52703102366321e-10,Bin,7.9,8.0
HHS Region 5,2 wk ahead,percent,4.52703102366325e-10,Bin,8.0,8.1
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.1,8.2
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.2,8.3
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.3,8.4
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.4,8.5
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.5,8.6
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.6,8.7
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.7,8.8
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.8,8.9
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,8.9,9.0
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.0,9.1
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.1,9.2
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.2,9.3
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.3,9.4
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.4,9.5
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.5,9.6
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.6,9.7
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.7,9.8
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.8,9.9
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,9.9,10.0
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.0,10.1
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.1,10.2
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.2,10.3
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.3,10.4
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.4,10.5
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.5,10.6
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.6,10.7
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.7,10.8
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.8,10.9
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,10.9,11.0
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.0,11.1
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.1,11.2
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.2,11.3
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.3,11.4
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.4,11.5
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.5,11.6
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.6,11.7
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.7,11.8
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.8,11.9
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,11.9,12.0
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.0,12.1
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.1,12.2
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.2,12.3
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.3,12.4
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.4,12.5
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.5,12.6
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.6,12.7
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.7,12.8
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.8,12.9
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,12.9,13.0
HHS Region 5,2 wk ahead,percent,4.52703102366329e-10,Bin,13.0,100.0
HHS Region 5,3 wk ahead,percent,2.73723924654593e-10,Bin,0.0,0.1
HHS Region 5,3 wk ahead,percent,5.47447849309187e-10,Bin,0.1,0.2
HHS Region 5,3 wk ahead,percent,5.47447849309187e-10,Bin,0.2,0.3
HHS Region 5,3 wk ahead,percent,5.47447849309187e-10,Bin,0.3,0.4
HHS Region 5,3 wk ahead,percent,5.47447849309187e-10,Bin,0.4,0.5
HHS Region 5,3 wk ahead,percent,5.47447849309187e-10,Bin,0.5,0.6
HHS Region 5,3 wk ahead,percent,0.00300000131666468,Bin,0.6,0.7
HHS Region 5,3 wk ahead,percent,0.00800003304889839,Bin,0.7,0.8
HHS Region 5,3 wk ahead,percent,0.027000050920251,Bin,0.8,0.9
HHS Region 5,3 wk ahead,percent,0.0650000024406885,Bin,0.9,1.0
HHS Region 5,3 wk ahead,percent,0.117999944830871,Bin,1.0,1.1
HHS Region 5,3 wk ahead,percent,0.146999949833567,Bin,1.1,1.2
HHS Region 5,3 wk ahead,percent,0.165000013303047,Bin,1.2,1.3
HHS Region 5,3 wk ahead,percent,0.123000047063531,Bin,1.3,1.4
HHS Region 5,3 wk ahead,percent,0.111999970115137,Bin,1.4,1.5
HHS Region 5,3 wk ahead,percent,0.0789999505778856,Bin,1.5,1.6
HHS Region 5,3 wk ahead,percent,0.0569999630600358,Bin,1.6,1.7
HHS Region 5,3 wk ahead,percent,0.040999978973875,Bin,1.7,1.8
HHS Region 5,3 wk ahead,percent,0.0180000283862891,Bin,1.8,1.9
HHS Region 5,3 wk ahead,percent,0.0150000197191639,Bin,1.9,2.0
HHS Region 5,3 wk ahead,percent,0.0109999949125046,Bin,2.0,2.1
HHS Region 5,3 wk ahead,percent,0.00499999725843148,Bin,2.1,2.2
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,2.2,2.3
HHS Region 5,3 wk ahead,percent,0.00299999855735232,Bin,2.3,2.4
HHS Region 5,3 wk ahead,percent,0.000999999856273152,Bin,2.4,2.5
HHS Region 5,3 wk ahead,percent,0.000999999856273152,Bin,2.5,2.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,2.6,2.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,2.7,2.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,2.8,2.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,2.9,3.0
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.0,3.1
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.1,3.2
HHS Region 5,3 wk ahead,percent,0.000999999856273152,Bin,3.2,3.3
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.3,3.4
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.4,3.5
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.5,3.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.6,3.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.7,3.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.8,3.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,3.9,4.0
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.0,4.1
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.1,4.2
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.2,4.3
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.3,4.4
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.4,4.5
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.5,4.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.6,4.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.7,4.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.8,4.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,4.9,5.0
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.0,5.1
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.1,5.2
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.2,5.3
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.3,5.4
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.4,5.5
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.5,5.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.6,5.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.7,5.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.8,5.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,5.9,6.0
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.0,6.1
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.1,6.2
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.2,6.3
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.3,6.4
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.4,6.5
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.5,6.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.6,6.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.7,6.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.8,6.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,6.9,7.0
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.0,7.1
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.1,7.2
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.2,7.3
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.3,7.4
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.4,7.5
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.5,7.6
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.6,7.7
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.7,7.8
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.8,7.9
HHS Region 5,3 wk ahead,percent,5.05733570083903e-10,Bin,7.9,8.0
HHS Region 5,3 wk ahead,percent,5.05733570083908e-10,Bin,8.0,8.1
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.1,8.2
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.2,8.3
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.3,8.4
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.4,8.5
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.5,8.6
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.6,8.7
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.7,8.8
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.8,8.9
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,8.9,9.0
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.0,9.1
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.1,9.2
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.2,9.3
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.3,9.4
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.4,9.5
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.5,9.6
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.6,9.7
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.7,9.8
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.8,9.9
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,9.9,10.0
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.0,10.1
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.1,10.2
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.2,10.3
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.3,10.4
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.4,10.5
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.5,10.6
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.6,10.7
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.7,10.8
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.8,10.9
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,10.9,11.0
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.0,11.1
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.1,11.2
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.2,11.3
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.3,11.4
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.4,11.5
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.5,11.6
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.6,11.7
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.7,11.8
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.8,11.9
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,11.9,12.0
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.0,12.1
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.1,12.2
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.2,12.3
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.3,12.4
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.4,12.5
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.5,12.6
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.6,12.7
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.7,12.8
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.8,12.9
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,12.9,13.0
HHS Region 5,3 wk ahead,percent,5.05733570083912e-10,Bin,13.0,100.0
HHS Region 5,4 wk ahead,percent,3.51963860812995e-10,Bin,0.0,0.1
HHS Region 5,4 wk ahead,percent,7.0392772162599e-10,Bin,0.1,0.2
HHS Region 5,4 wk ahead,percent,7.03927721625989e-10,Bin,0.2,0.3
HHS Region 5,4 wk ahead,percent,7.03927721625989e-10,Bin,0.3,0.4
HHS Region 5,4 wk ahead,percent,7.03927721625989e-10,Bin,0.4,0.5
HHS Region 5,4 wk ahead,percent,7.0392772162599e-10,Bin,0.5,0.6
HHS Region 5,4 wk ahead,percent,0.00200000292757961,Bin,0.6,0.7
HHS Region 5,4 wk ahead,percent,0.00300004841872568,Bin,0.7,0.8
HHS Region 5,4 wk ahead,percent,0.0190000447280482,Bin,0.8,0.9
HHS Region 5,4 wk ahead,percent,0.0400000145600349,Bin,0.9,1.0
HHS Region 5,4 wk ahead,percent,0.0759999803712004,Bin,1.0,1.1
HHS Region 5,4 wk ahead,percent,0.115999956653518,Bin,1.1,1.2
HHS Region 5,4 wk ahead,percent,0.122000054443089,Bin,1.2,1.3
HHS Region 5,4 wk ahead,percent,0.144999976222001,Bin,1.3,1.4
HHS Region 5,4 wk ahead,percent,0.120999987895119,Bin,1.4,1.5
HHS Region 5,4 wk ahead,percent,0.1099999440628,Bin,1.5,1.6
HHS Region 5,4 wk ahead,percent,0.090999942144685,Bin,1.6,1.7
HHS Region 5,4 wk ahead,percent,0.0439999815382282,Bin,1.7,1.8
HHS Region 5,4 wk ahead,percent,0.035999982078364,Bin,1.8,1.9
HHS Region 5,4 wk ahead,percent,0.0240000284413333,Bin,1.9,2.0
HHS Region 5,4 wk ahead,percent,0.0170000023868571,Bin,2.0,2.1
HHS Region 5,4 wk ahead,percent,0.0109999935044669,Bin,2.1,2.2
HHS Region 5,4 wk ahead,percent,0.00899999480338777,Bin,2.2,2.3
HHS Region 5,4 wk ahead,percent,0.00399999805068986,Bin,2.3,2.4
HHS Region 5,4 wk ahead,percent,0.00299999870015028,Bin,2.4,2.5
HHS Region 5,4 wk ahead,percent,0.0019999993496107,Bin,2.5,2.6
HHS Region 5,4 wk ahead,percent,0.0019999993496107,Bin,2.6,2.7
HHS Region 5,4 wk ahead,percent,0.000999999999071115,Bin,2.7,2.8
HHS Region 5,4 wk ahead,percent,6.48531532447957e-10,Bin,2.8,2.9
